行號,原文,原文長度,重點整理,處理時間,原始_20到50字的簡述(chatgpt-5),原始_全段主題,原始_總主題,原始_Unnamed: 4
36,"但是Freddy提到的分組好像是跟我們原來的大主題是一樣的，就是原理、原則的部分，還有那個的部分，所以我覺得也許大家要先釐清一下我們所想像的分組是哪一種，因為這兩種分組是很不一樣的，後面阿端的那種分組，比如說跟開放相關的、網站相關的、數位相關的，也許跟數位相關擅長的朋友都可以加入，但是如果是前者的話，好像又不是這樣。
田君陽：我的建議就是像剛剛Freddy講的先分組，因為剛才已經有兩個機制，一個是複數參與，一個是解法分類，就是侯律師講的，所以其實分組出來之後再各自去篩，我覺得不會是問題，因為如果你還想要換、還想去參與別組，這都是可以事後解決。如果程序進行下去的話，我覺得就按照剛剛Freddy講的先分組，然後分組完我們再看怎麼處理。
吳銘軒：對不起，我們這裡再插一個具體的建議，既然這樣的話，是不是把數位化這個大項和資訊合併起來，因為我覺得最有問題的就是這個，它不知道哪些是在講數位化、哪些是在講……
主席（林委員昶佐）：你是說把國會資訊和系統電子化、數位化這兩個合併？
吳銘軒：對，比方說有人提我們要一些立委的資訊，那到時候就要分這些資訊是我們現在還沒公開的、還是我們已經公開，只是它不夠數位化？它到底要屬於哪一組？",512,"## 會議記錄整理

### 核心要點  
1. 明確分組架構的定義與範疇 - 會議中提出現有分組方式（如原理原則 vs. 開放/網站/數位相關）存在模糊，需先釐清所指分組的性質與範圍，以免後續參與與歸類產生誤解。  
2. 建議將「國會資訊公開」與「系統電子化/數位化」合併為同一大項 - 吳銘軒提出具體建議，強調目前缺乏明確區分，應整合相關議題以避免重複或混淆。

### 決策事項  
- 未形成明確決策，僅提出建議與討論方向。

### 行動項目  
- 由主持人或協調人負責釐清分組架構的具體定義與範疇（如原理原則 vs. 主題導向分組）。  
- 該項議題將於會後整理並提出整合建議，作為下一步分組依據。

### 總結  
會議聚焦於釐清分組邏輯與議題範疇，建議整合資訊公開與數位化議題，以避免後續歸類混亂。",2025-09-12 00:32:37,林哲瑋指出Freddy分組偏向大主題、阿端分組則偏向具體議題，兩者差異需釐清；田君陽建議先依Freddy方式分組，再逐步調整，並允許跨組參與；吳銘軒則提議合併「國會資訊」與「數位化」項目，以避免分類模糊。,,,
37,"所以我們覺得這兩個真的會有一個比較大的問題，包含參與的，像直播相關的應該放數位化，還是放參與？這是在分類的時候常常會遇到的問題。
侯宜秀：我有點不太記得，我們當時是不是有一個是面向大眾的？然後一個是內部的？好像第二是面向大眾的，然後系統電子化、數位化其實是國會內部的。所以其實當時是有這樣的差別，但是我們沒有表達得非常清楚，所以會confuse。我覺得這樣的分類還是有意義的，我不知道阿端覺得？因為確實面向大眾的考慮跟國會內部的，比如說委員或是行政單位在考慮的，應該是不太一樣的點，雖然有可能是做同樣的事。
主席（林委員昶佐）：我覺得這樣的話就是關於數位的高手就可以2跟4都選，到最後你發現這整件事情其實是可以合成一個大項，那就合成一個大項。
林哲瑋：是不是我們可以也許有一個做法，有一些專案是同時掛兩個組的，因為其實我們在臺南做焦點座談的時候也發現很多的開放，大家會希望有看到開放的東西都馬上具有參與的機制，所以開放跟參與，有些地方是會合在一起的。
主席（林委員昶佐）：類似的。
林哲瑋：這個開放跟數位其實也確實是很多地方會容易合在一起。
主席（林委員昶佐）：所以是可以……",488,"## 會議記錄整理

### 核心要點  
1. **開放與參與應區分但可融合** - 面向大眾的「開放」與國會內部的「參與」本質不同，需明確分類，但實際執行中常有交集，建議在專案設計上允許同時掛靠開放與參與兩類，以符合民眾期待。  
2. **數位化與參與的歸屬需釐清** - 原有分類中「數位化」多屬國會內部系統，應明確區隔面向大眾與內部單位的差異，避免因分類模糊導致執行混亂與決策偏差。

### 決策事項  
- 未形成明確決策，僅達成共識：開放與參與可並行設計，數位化應依對象（大眾/內部）歸類。

### 行動項目  
- 釐清「面向大眾」與「內部單位」在數位化與參與設計上的差異，並建立明確分類框架。  
- 探討是否可設立專案同時涵蓋開放與參與機制，作為未來推動參考。

### 總結  
會議確認開放與參與應區分對象但可融合執行，並強調需明確界定數位化與參與的歸屬，以提升分類清晰度與政策落實效率。",2025-09-12 00:32:53,分類時出現「直播屬參與還是數位化」等爭議；侯宜秀提醒原本區分是「面向大眾」與「內部系統」，只是表達不清造成混淆。林昶佐與林哲瑋建議，專案可同時掛多組，必要時再合併成大項，以解決重疊問題。,,,
38,"吳銘軒：補充一下剛剛Isabel的意思就是說已經分完組以後，每一組所有意見都要看，整理過後的版本。
侯宜秀：對。
吳銘軒：所以沒有你說的那個問題。
侯宜秀：所以其實沒有太大的……，就是大家都要看，沒有人要先幫你分好，或是先tag好，大家自己要看。
主席（林委員昶佐）：所以你的意思是說這個禮拜我們沒有人要先分，變成……
于顥：等一下，工作小組還是會幫大家去釐清哪些東西是問題、哪些東西是solution……
主席（林委員昶佐）：對啦！我們不會列什麼「Freddy晚安」這種統統都列了一大堆，然後大家一直看到那種，不會！
于顥：對，我們會做solution跟需求的初步整理，讓大家可以比較有邏輯。
主席（林委員昶佐）：「為什麼你跟林為洲坐在一起？」這個我們都會把它刪掉，這種留言不會放。這個直播沒有關係啦！我跟林委員還不錯，那一天以後。
于顥：我順便補充一下剛剛Isabel講的電子化那個部分，這確實是我們在分類的會議那一次的時候有討論過要不要合併，不過當時的討論就是認為應該拆開，因為一個應該是運作的時候我們使用的方式是不是數位化，比如說開會的時候，甚至說無紙化這件事情到底算不算，跟open data有一點點小落差，所以當時討論一下，大家還是覺得要分開，我覺得照目前這樣分開也是OK",542,"## 會議記錄整理

### 核心要點  
1. 各組意見需全面蒐集並統整，不設「先分組」或「先標記」的前置步驟，由所有成員共同審視與參與——強調開放性與參與感。  
2. 工作小組將負責釐清需求與解決方案的邏輯結構，並排除如「個人關係留言」等不相關內容，確保討論內容專業且聚焦。

### 決策事項  
- 不會將個人互動或非議題性留言（如「為什麼你跟林為洲坐在一起？」）納入正式紀錄或公開呈現。

### 行動項目  
- 工作小組需進行需求與解決方案的初步邏輯整理，並提供清晰、可讀的版本供團隊參考。

### 總結  
本會議明確規範了意見蒐集與內容審核流程，強調去個人化、邏輯化與開放參與，避免非議題性內容影響決策品質。",2025-09-12 00:33:05,各組需自行檢視所有意見，工作小組僅做需求與解法初步整理；至於電子化與開放資料，因屬性不同，討論後仍決定分開處理。,,,
39,"不過，我也補充一下，我們當初在做Focus Groups的時候，因為Focus Groups我們的TA是一般的MGO外部團體，我們當初在設定數位化、電子化這節的時候是for立院內部的，所以其實在vTaiwan上面並不會有這項資料。因為那個完全是for內部的，所以我們在做對外的Focus Groups的時候，我們其實沒有討論到這一題，跟大家補充一下。所以後續討論的時候可能會有些困難。阿Fi是不是有要補充的？
曾柏瑜：我想講的是，其實vTawan上面有些人提了一些意見，有幾個可能性，一個可能是立法院內部員工或行政員工的確也可以上vTaiwan提議，也有可能是一般人看到數位化國會，認為讓它變電子化，然後去提議了，這也是有可能的。第二個部分，針對焦點團體的部分，我也要提議，這個數位化國會讓國會內部變得更數位、更方便，減輕大家工作量是非常重要的，但是我們在焦點團體裡面完全得不到相關的insight，所以建議立法院的行政部門或助理是有機會開一個焦點團體或做問卷也可以，發問卷給大家，能得到幾份就幾份，至少這樣會有些insight。
耿璐：我們昨天在討論開放文化基金會適合去哪一種主題，我們又覺得無論我們去哪一個主題，我們會想先問立法院實際執行的同仁，他們對這件事的看法如何。我們畢竟是從外部去想方案，搞不好會沒有辦法執行、失真或4年做不到",569,"## 會議記錄整理

### 核心要點  
1. vTaiwan 上並無立法院內部數位化議題的相關資料，因該議題原為內部設計，外部焦點團體未涵蓋，導致缺乏實際使用者洞察 — 簡要說明  
2. 建議由立法院行政部門或助理推動內部焦點團體或問卷調查，以取得實際執行同仁對數位化國會的真實看法與需求 — 簡要說明  

### 決策事項  
- 未有明確決策  

### 行動項目  
- 阿Fi 提議由立法院行政部門或助理設計並執行內部焦點團體或問卷，收集同仁對數位化國會的意見與實際需求  
- 耿璐 提議未來選定主題前，應先徵詢立法院實際執行同仁的意見，以避免方案失真或執行困難  

### 總結  
會議指出外部焦點團體未能捕捉立法院內部數位化議題的實際需求，建議透過內部問卷或焦點團體補足使用者洞察，提升方案可行性與執行性。",2025-09-12 00:33:18,焦點團體未涵蓋立院內部數位化議題，曾柏瑜建議應針對行政部門與助理進行專場或問卷蒐集意見；耿璐則強調外部方案前應先聽取立院內部同仁的實際需求與可行性。,,,
40,"就是有各種我們沒有想到的事情。
主席（林委員昶佐）：我稍微補充一下，不好意思。我覺得這樣的話，等一下5個組分好以後，5個組各自都還是可以針對裡面的議題，去找不管是從立法院相關助理或公務人員得到回饋。或是跟主題有關的，例如語言部分，可以去找跟母語老師相關的意見；如果提到城鄉差距，我記得在臺中場有人提到這個，總之就是可以進一步再去問之前回饋意見的團體或做調查。我們這樣應該5個分類都有權力。
于顥：不好意思，補充一下。剛剛Lulu提到的問題，可能會牽涉到我們的開會方式，因為之前我們討論是我們今天決定之後，我們有兩組時間是分組討論，然後大會的時候收攏，只要有牽扯到與院內行政部門相關的，我們就會邀請他們列席。我不知道這樣的作法是不是能夠回應到剛剛Lulu提的問題，還是說這樣會來不及？
曾柏瑜：我想釐清請他們列席是在大會的時候他們才會列席嗎？我們如果要討論，應該他們要在現場說可不可行，因為上禮拜的工作坊，幾乎所有民間委員都不斷地在強調他們的fear，他們對開放國會最大的恐懼就是會讓行政部門覺得增加他們的負擔，並沒有餘力去做到這樣的事情。
于顥：所以現在應該是大家提出需求，來看一下會議包含分組的部分要怎麼進行，因為之前只有討論到大會。",518,"## 會議記錄整理

### 核心要點  
1. 會議應納入行政部門現場參與與可行性評估 - 為回應民間委員對行政負擔的擔憂，決議在分組討論時邀請相關行政部門人員現場參與，並針對議題提出可行性意見，而非僅在大會收攏時列席。  
2. 分組機制應具備自主性與專業對接權 - 5個主題組可依議題自主尋求相關專業意見（如母語老師、城鄉差異研究團體），並進一步進行調查或回饋蒐集，強化議題深度與實務連結。

### 決策事項  
- 在分組討論階段，邀請與議題相關的行政部門人員現場參與，並就議題可行性提出意見，以降低民間委員對行政負擔的擔憂。

### 行動項目  
- 各分組負責人需於會後確認與相關專業團體（如母語教育、城鄉研究單位）接觸的計畫與時間表。  
- 設定專責人員整理行政部門現場參與的議程與對接方式，並於下次會議前提交。

### 總結  
會議決議調整開會模式，強調分組討論中引入行政部門現場參與，以提升議題可行性與信任度，並賦予各組自主尋求專業意見的權限。",2025-09-12 00:33:33,林昶佐建議各組可再向助理、公務員或相關團體蒐集回饋；于顥提到涉及院內行政的議題可邀其列席大會。曾柏瑜則提醒應於分組討論階段即有行政部門參與，避免方案淪為額外負擔。,「分組確立行政參與機制，小組先行整理需求後再協商」,,
41,"耿璐：昨天我們內部自己也有討論，現在分5組，但是立法院代表是幾位？照理說立法院代表應該每一組都要有代表
主席（洪顧問慈庸）：我先跟大家說明一下，就以我對立法院的瞭解與認知，剛剛大家所擔心的，我覺得我們第一輪應該小組裡面自己先討論哪一些是大家覺得重要的、應該做的，我們先把它列出來，列出來之後，我們再來跟行政部門討論。我們的立場是我們需要，所以行政部門來配合，他們提供他們的意見，如果真的有困難，我們再來調整，應該是這樣的邏輯。應該是行政部門來配合民眾的需要，而不是在一開始就直接問他們做不做得到，如果做不到這個就不要，我覺得這樣子會有很多跟你們說做不到。我覺得這要先做是我們自己要先把東西討論出來，討論出來有一個方向，我們可能排出來之後，我們請行政部門來，然後再跟他們說我們希望前3個或前5個先做，他們在這些地方有沒有什麼樣的問題？我們再來做進一步討論。如果真的不行，我們再將順序做一些調整，我的想像是這樣啦！基本上現在這些過程，我大概有參與過，大家所提出來的意見都不是不能做的，只是說它的資源要怎麼來？時間要怎麼分配？這是比較大的問題。所以我會建議我們在第一次、第二次的收攏之前，各小組先將大家自己的意見整理好",506,"## 會議記錄整理

### 核心要點  
1. 先由小組內部討論並列出台灣民眾認為重要的議題方向，再提出前3至5項優先項目，作為與行政部門協調的基礎——強調「民眾需求先行、行政部門配合」的邏輯。  
2. 立法院代表應每組均有參與，確保立法端的代表性與參與度，強化政策議題的完整性與民主基礎。

### 決策事項  
- 未明確決議具體議題數量或順序，但決議「小組先自主提出重要議題方向」為首輪流程重點。

### 行動項目  
- 各小組需在第一次與第二次收攏前，整理出本組認為重要的議題，並提出前3至5項優先建議項目。

### 總結  
會議確立「民眾先提議、行政部門後配合」的議題推動邏輯，並強調每組應有立法院代表參與，以確保議題的代表性與可行性。",2025-09-12 00:33:46,耿璐關切立院代表是否應參與各組；洪顧問則主張小組先自行討論並列出優先事項，再與行政部門協商可行性，強調行政應配合民間需求，後續再依資源與時間調整順序。,,,
42,"內部先整理我們自己想要什麼，然後再邀請行政部門一起來參與，這樣我覺得比較像做事的順序，我會比較建議是這樣的方式去進行。
林哲瑋：我這邊有一些小地方可以跟大家分享。以前我們有跟行政院那邊很多部會交手的經驗，第一個就是當你們東西交給行政部門去討論時，他們在討論的時候，我建議像于顥或是其他人可以在場。因為他們在討論時有時會望文生義，可能會得出不一樣的想法，然後會得到不一樣的回應，如果于顥可以幫忙解釋，他們就不會會錯意。再來，當他們回來要討論時，建議他們不是直接派一個高層的代表來，而是承辦人員也可以一起來，因為承辦人員有時候其實有很多「眉角」他自己知道，上面的長官不一定瞭解，但是上面長官在回應時，會給一些比較制式化的回應，對真正的問題點，其實他沒有辦法讓下面的承辦人員跟民間委員一起交流，當一起交流以後，其實容易會有一些大家互相彼此協作的想法跟狀況出來，這樣對活動的推展會比較有幫助。
主席（洪顧問慈庸）：這個OK！就是有需要的時候，我們都可以請同仁來協助。剛剛有講到我們在收攏之後再請行政單位進來，但是如果大家在小組開會的時候，你們已經開過一次、二次，因為這個小組是大家自由運作",490,"## 會議記錄整理

### 核心要點  
1. **建議行政部門參與前先由民間小組內部釐清需求** - 為確保方向正確，應先由民間小組自行整理清楚希望達成的目標，再邀請行政部門參與，避免因理解偏差導致誤判或回應不實。  
2. **強調現場溝通與承辦人員參與的重要性** - 行政部門討論時應由承辦人員與民間代表共同參與，以避免高層望文生義或提供制式回應，並能更真實反映實際問題，促進協作與創新對話。

### 決策事項  
- 無明確決策內容

### 行動項目  
- 民間小組應先完成內部需求釐清與初步規劃，再邀請行政部門參與後續討論。  
- 未來小組會議中，建議於與行政部門互動時，安排承辦人員與民間代表共同參與，以提升溝通品質與實際協作成效。

### 總結  
會議強調應先由民間小組自主釐清需求，並透過承辦人員與民間代表的共同參與，提升與行政部門溝通的準確性與協作成效。",2025-09-12 00:34:00,洪顧問建議先由小組整理需求再邀行政部門參與；林哲瑋提醒行政討論時應有熟悉脈絡的人在場，並建議邀承辦人員直接參與，以利民間與行政交流、避免誤解並促進合作。,,,
43,"你們在開了一次、二次之後想要諮詢行政部門，也都是可以反映，我們也會來幫忙協調相關的行政單位人員參與，這都是沒有問題的，因為這個院長有指示要盡全力的來推動。
呂儀恬：大家好！我其實還滿同意剛剛阿Fi說的，就是像數位化國會這部分，其實一般民眾沒有真的實際踏入院會或委員會裡，他們對於實際操作不是很瞭解該怎麼樣數位化這件事情，包括剛剛提到可能是紙本，或者我剛剛也有看到vTaiwan上面有一些針對現場該如何呈現數位化這部分。我覺得如果可以針對公民，也是立法院委員助理這部分，可以去諮詢他們的意見或做問卷調查，瞭解實際踏入這份工作領域裡的人，對於數位化的想像是什麼？可以怎麼樣撇除行政部門這部分，對於這些實際工作者到底如何在數位化這件事情上，更進一步的去參與，我覺得這是可行的，謝謝！
主席（洪顧問慈庸）：剛剛Lulu有一個問題，我剛剛沒有回答到。剛剛說有7個行政單位的分配，等下Freddy會來主持這個分配小組的部分，因為有4個黨團，然後還有Freddy、我及國際事務小組。我現在初步的想法是可能各黨團都分配到各個不一樣的組別裡面，因為黨團的時間有時候比較難控制，可能會沒有辦法參與會議或什麼的，所以我們儘量不要把他們分到同一組裡面，因為怕那一組都沒有人來開會",527,"## 會議記錄整理

### 核心要點  
1. 推動數位化國會的實際參與機制 — 建議針對立法院委員助理與公民進行問卷調查，了解實際工作者對數位化操作的想像與需求，以彌補民眾對數位流程的不了解，並提升數位化設計的實用性與參與度。  
2. 行政單位分配採分組制衡機制 — 為避免黨團因時間安排問題導致參與不足，初步規劃將7個行政單位依黨團分派至不同組別，確保各組均有實際參與，提升會議參與率與協調效率。

### 決策事項  
- 未有明確決策內容，僅提出初步分組原則與建議方向。

### 行動項目  
- 由呂儀恬主導設計並執行針對委員助理與公民的數位化問卷調查。  
- 由Freddy主持行政單位分配小組，依據黨團時間狀況進行分組規劃並提出方案。

### 總結  
本次會議聚焦於如何提升數位化國會的實際參與度與行政協調效率，提出以實際工作者為切入點的調查建議，並規劃分組制衡以確保各黨團有效參與。",2025-09-12 00:34:16,洪顧問表示行政單位可依需求隨時協調參與；呂儀恬建議針對立院助理等實際工作者進行數位化意見調查，以補充民眾觀點不足。洪顧問補充，7個行政單位將分配到不同組別，避免因黨團時間衝突導致小組無人出席。,,,
44,"所以會儘可能把他們share開來。另外，對國際事務小組這邊，我的建議是因為第一項我們要去整理工作的歷程、前言、章節及統整的部分，因為這是他們的專業，我在想是不是將這部分請國際事務小組處理，因為他們過去所有的會議都有參加，所以那一部分的資料請我們的小組成員來幫忙，只剩下我、Freddy跟黨團，大概6個進來分配小組。
主席（林委員昶佐）：OK，所以我們剛才這樣幾輪的意見以後，是不是就可以確定一下按照本來這5個題目來分，而且每一個人可以分複數的組別，這樣的方式是可以的。
吳銘軒：我要先幫彭博士說，彭博士先走，他要分open data那組。
侯宜秀：我們每一組應該沒有限制人數吧！沒有嘛！
主席（林委員昶佐）：應該是沒有限制人數，但是不能有一組只有2個就算了，如果是只有一個黨團的某一個人，那個黨團是被我們分過去的，這樣那個組應該都不會有東西。當然我今天回去以後會聯絡比較……，民進黨和國民黨都是偶爾來嘛！我會跟他們說被分到哪一組，因為接著要出現這個行動方案，開始有這個輪廓，他們就一定要參與，我會再去聯絡。
好，所以我們現在要分組嗎？可以的話，我們現在分組，怎麼分比較好？大家覺得怎麼進行？
吳銘軒：休息3分鐘。
主席（林委員昶佐）：休息3分鐘，讓大家討論一下。",531,"## 會議記錄整理

### 核心要點  
1. 分組方式確定：依5個主題分組，每組可有多人參與，但避免僅有1至2人，確保每組有足夠參與度與專業支持。  
2. 任務分工建議：國際事務小組負責整理工作歷程、前言與章節統整，其他小組成員協助補充資料，由主席與Freddy、黨團代表共同參與分配。

### 決策事項  
- 確定以5個主題為基礎進行分組，每組可複數成員參與，但須避免組別過小或僅由單一黨團成員組成。

### 行動項目  
- 主席（林委員昶佐）將於會後聯絡民進黨與國民黨，說明各自被分至之組別，並強調黨團需參與後續行動方案。  
- 各組成員需依據分工，協助國際事務小組完成工作歷程與內容統整，並於會議後即刻開始協調。

### 總結  
會議決議以五大主題分組進行任務分配，並明確分工與黨團參與機制，為後續行動方案建立基礎。",2025-09-12 00:34:30,洪顧問建議國際事務小組負責彙整前言與歷程，其他成員依五大主題自由分組，可跨組參與；林昶佐提醒避免小組人數過少，並將再協調黨團代表投入。最後決定先休息片刻再進行分組討論。,,,
45,"侯宜秀：3分鐘以後，可以切畫面到那幾組？每個人輪流講他要的。
主席（林委員昶佐）：我們講每一組的時候就舉手，要在那一組。
侯宜秀：還是每一個人講他要哪一個。
周韻采：用唱名的。
侯宜秀：對，用唱名，然後講他要比如1、3或2、4。
主席（林委員昶佐）：好，那就休息3分鐘，大家想一下。
休息
繼續開會
主席（林委員昶佐）：現在開始來分組，大家就來唱名。剛才時代力量的代表林邑軒先回去，他說讓我們分，所以我想今天不在場的，等一下最後的時候，我們看哪幾組的人最少，我們再來看一下怎麼分這些人。現在我們就來唱名吧！還是就從出席名單來唱名？那就從有來的開始唱名，我先跳過，等一下看人最少的組，我放那邊也可以，我們先請賴香伶委員即民眾黨代表的呂儀恬。
呂儀恬：我們選便於人民參與的國會。謝謝。
主席（林委員昶佐）：然後再來請立法院國際事務小組，剛剛慈庸有講，就是工作歷程、前言及章節總統整。
然後再來請蕭新晟。
蕭新晟：我選系統電子化、數位化。
主席（林委員昶佐）：是。請侯宜秀律師。
侯宜秀：2和4。
主席（林委員昶佐）：好。再來請王向榮。
王向榮：4。
主席（林委員昶佐）：再來請佩蔚。
黃佩蔚：我第一順位是開放國會識讀教育；第二順位是便於人民參與的國會。",524,"## 會議記錄整理

### 核心要點  
1. 以唱名方式決定各組議題分配 — 現場代表依序唱名選擇偏好議題，如侯宜秀選2與4、黃佩蔚選開放國會識讀教育與便於人民參與的國會，確保參與公平性與透明度。  
2. 設定分組後將評估人數最少組別再調整分配 — 主席提出未來若出現人數不足之組，將視情況重新調整組別，以保障各組參與平衡。

### 決策事項  
- 採用唱名方式決定各組議題分配，並以出席代表為基礎進行。

### 行動項目  
- 主席將於會議尾聲檢視各組人數，評估是否需針對人數最少組進行調整。

### 總結  
本會議透過唱名方式公平分配議題組別，並規劃依人數調整分組，強化參與代表性與程序透明度。",2025-09-12 00:34:41,分組以唱名方式進行：呂儀恬選「便於人民參與的國會」，國際事務小組負責「工作歷程與章節統整」，蕭新晟選「系統電子化、數位化」，侯宜秀加入第2與第4組，王向榮選第4組，黃佩蔚則以「識讀教育」為首選，「便於人民參與」為次選。,「五大主題分組完成，各組成員均衡分配並推選組長」,,
46,"主席（林委員昶佐）：施佳良請假，等一下最後我們再把他分進去。
請簡信昌。
簡信昌：Open Data。
主席（林委員昶佐）：再來是葛傳宇。
葛傳宇：我想參加開放國會的原則價值。
主席（林委員昶佐）：再來是廖郁雯。
廖郁雯：國會識讀教育。
主席（林委員昶佐）：再來是王文岳。
王文岳：2、4。
主席（林委員昶佐）：請開放文化基金會的耿璐。
耿璐：便於取得利用的國會資訊與國會識讀教育，但是我們可以被移動，如果覺得哪一編組不夠。
主席（林委員昶佐）：好，2和5。
耿璐：對。
主席（林委員昶佐）：沃草有限公司呢？
洪國鈞：2、5。
主席（林委員昶佐）：沃草也是2、5。
民主實驗室，你們再想一下？
吳銘軒：我幫田君陽講一下，他要3，公督盟。
主席（林委員昶佐）：公督盟選3；民主實驗室選1？我聽到你們的同事有人在講1、3？
再來，口袋國會呢？選2、5。
再來是臺灣青年民主協會？5。
等一下原住民族政策協會最後再加。
聾人協會呢？2、5。
OK！現在還沒有分配的是施佳良，還有撒丰安，我們先把施佳良、撒丰安分配了以後，再回到4個黨團、我和慈庸。我覺得原住民族的部分應該分配便於人民參與的國會好嗎？4跟6吧！但是要看他的capacity對不對？最前面工作歷程、前言、章節總統整那裡的應該就是國際事務小組。",549,"## 會議記錄整理

### 核心要點  
1. 國會資訊的可取得性與識讀教育被列為重點議題，多個團體提出推動國會識讀教育與開放國會原則價值的建議。  
2. 各團體就編組分配提出意見，最終形成多數支持「2、5」編組，少數建議「1、3」或「4、6」，並強調需考量參與容量與人民參與便利性。

### 決策事項  
- 未明確決議最終編組，僅確認「2、5」為多數團體共識，部分團體提出其他建議（如1、3、4、6），待進一步評估參與能力與實際需求。

### 行動項目  
- 主席與慈庸將於會後針對原住民族政策協會的編組建議（4或6）進行評估，並考量其參與容量與人民參與便利性。  
- 需進一步釐清各團體對「國會識讀教育」與「開放國會原則價值」的具體推動計畫與資源需求。

### 總結  
會議聚焦於國會資訊透明化與識讀教育的推動，並就各團體的編組建議進行討論，最終形成多數支持2、5編組的共識，但部分建議仍待進一步評估與決策。",2025-09-12 00:34:57,分組結果持續確認：簡信昌選「Open Data」，葛傳宇選「原則價值」，廖郁雯選「識讀教育」，王文岳參與第2與第4組；耿璐與洪國鈞均選「國會資訊」及「識讀教育」；公督盟由田君陽代表進入第3組；口袋國會選第2與第5組，臺灣青年民主協會選第5組，聾人協會也加入第2與第5組。尚未分配者施佳良與撒丰安，原住民族政策協會暫擬放入「便於人民參與的國會」。,,,
47,"我覺得就開放國會之原則價值，就是上面的2，撒丰安是臺灣原住民政策協會，等於他的分組順序上面是1，但是在Excel上面是2。
至於施佳良老師？
吳銘軒：先幫他們排1、3……
主席（林委員昶佐）：1、3，好，ok。施佳良……
我們再回到4個立法院黨團。剛剛賴香伶委員助理已經說民眾黨是3，這也是便於人民參與的國會。我們可以把主題下面的每一個前面都再加一個編號嗎？就是主題下面的開頭寫1、2、3、4、5這樣，你覺得呢？
不過，畢竟是希望可以訂下未來所有的資料原則上都是開放等等的這些概念行為，包含內規。剛才我們有講到一些內規的事情，這應該都是在1的部分，上次我們也討論說可能會牽涉到內規，所以我覺得1應該還是要……
在場人員：要叫他們來開會。
主席（林委員昶佐）：我會去聯絡。
然後，國民黨的話應該要放哪裡？
在場人員：……
主席（林委員昶佐）：對啊，他們會怕人家……沒有，我這個不用放進去，我今天講話好可怕！
時代力量……，時代力量放5。我覺得2、3、4的……
我覺得國民黨放5好了，他們也覺得自己常常被誤會啊！
林哲瑋：時力以後都是邑軒參與嗎？
主席（林委員昶佐）：有可能。
林哲瑋：邑軒之前在g0v Summit有一場演講還滿精彩的，是關於司改國是會議的參與，或許他放在3也不錯！",540,"## 會議記錄整理

### 核心要點  
1. 四大黨團編號排序決議：國民黨定為第5，時代力量定為第5，民眾黨為第3，撒豐安（原住民政策協會）為第1，並建議在主題下每項前加編號（如1、2、3、4、5）以提升資料透明與參與感。  
2. 開放國會原則與內規建構：強調未來所有資料應遵循開放原則，內規相關議題應納入「第1點」作為基礎，並由主席主動聯絡相關團體協調討論。

### 決策事項  
- 四大黨團在主題下的編號順序確定：國民黨為5、時代力量為5、民眾黨為3、撒豐安為1。  
- 建議於每主題開頭加入編號（1、2、3、4、5）以強化資料可讀性與參與感。

### 行動項目  
- 主席（林委員昶佐）將主動聯絡相關黨團（如國民黨、時代力量）參與內規與編號原則的進一步討論。  
- 考慮由時力代表邑軒參與第3點議題，並參考其在G0V Summit的司改國是會議演講內容。

### 總結  
本次會議確立黨團編號順序與開放國會資料原則，並規劃由主席推動內規建構與跨團體協調進程。",2025-09-12 00:35:14,分組最終調整：撒丰安（原住民族政策協會）進入「原則價值」組，施佳良安排在1、3組；民眾黨分配至第3組（便於人民參與），國民黨暫定放第5組（識讀教育），時代力量原定第5組，也建議因林邑軒經驗可參與第3組。,,,
